Intern_ID,Department,Internship_Duration_Weeks,Feedback_Score,Supervisor_Rating,Commute_Distance_km,Monthly_Stipend_XAF,Remote_Work_Option,Returned
INT-05066,IT,4,9.4,5.7,16.9,75000,Yes,Yes
INT-05067,Admin,12,6.8,7.8,9.7,75000,No,Yes
INT-05068,Admin,20,8.6,7.7,1.2,100000,Yes,Yes
INT-05069,Marketing,17,5.8,8.0,38.5,0,No,No
INT-05070,IT,20,8.8,5.7,11.5,25000,Yes,Yes
INT-05071,Engineering,4,8.9,8.3,4.9,25000,No,No
INT-05072,Engineering,13,8.4,5.6,13.9,50000,Yes,No
INT-05073,Admin,19,8.4,5.3,7.6,25000,No,No
INT-05074,IT,22,4.1,8.9,7.9,100000,No,Yes
INT-05075,Marketing,6,9.2,7.9,28.9,50000,Yes,No
INT-05076,Engineering,15,6.1,4.0,13.4,100000,No,Yes
INT-05077,Engineering,6,7.5,8.5,2.9,75000,No,Yes
INT-05078,IT,18,9.4,5.5,2.0,50000,No,Yes
INT-05079,Admin,20,9.2,7.0,2.0,150000,No,Yes
INT-05080,Admin,21,6.0,6.3,5.3,100000,No,Yes
INT-05081,IT,10,9.8,8.1,4.4,75000,Yes,Yes
INT-05082,IT,22,6.4,7.0,5.3,100000,No,Yes
INT-05083,Finance,10,6.7,9.1,1.0,50000,No,Yes
INT-05084,IT,8,9.0,6.1,2.3,25000,No,Yes
INT-05085,IT,11,9.6,8.5,13.3,50000,Yes,Yes
INT-05086,Engineering,24,6.4,5.3,11.8,50000,No,No
INT-05087,Finance,19,8.5,8.9,4.5,25000,No,Yes
INT-05088,IT,19,9.5,9.7,4.5,50000,No,Yes
INT-05089,Engineering,22,7.0,3.7,17.7,150000,Yes,No
INT-05090,IT,18,7.7,5.2,2.1,25000,No,Yes
INT-05091,IT,10,5.9,5.0,4.0,75000,No,No
INT-05092,IT,8,4.2,4.9,12.0,100000,Yes,No
INT-05093,Finance,14,4.4,7.7,7.3,75000,Yes,Yes
INT-05094,IT,13,4.4,7.2,1.0,25000,No,No
INT-05095,IT,24,8.3,8.7,0.6,50000,Yes,Yes
INT-05096,Admin,12,5.9,7.3,0.7,75000,No,Yes
INT-05097,Finance,4,7.5,7.1,9.0,25000,No,Yes
INT-05098,IT,23,7.3,6.8,8.3,25000,Yes,No
INT-05099,Admin,4,7.5,7.9,0.9,75000,Yes,Yes
INT-05100,IT,11,5.7,6.4,1.6,100000,No,Yes
INT-05101,Admin,6,7.0,8.3,10.8,150000,No,No
INT-05102,Engineering,5,8.3,8.2,3.5,25000,Yes,Yes
INT-05103,Engineering,7,7.2,7.3,38.8,50000,No,No
INT-05104,Admin,22,8.4,6.6,3.5,75000,Yes,Yes
INT-05105,Admin,14,3.8,6.2,3.8,75000,No,No
INT-05106,IT,8,9.7,6.0,4.9,75000,Yes,Yes
INT-05107,Admin,13,8.2,9.4,14.6,100000,No,Yes
INT-05108,IT,11,5.3,7.9,7.0,50000,No,Yes
INT-05109,Finance,16,8.8,5.4,16.1,50000,No,Yes
INT-05110,Marketing,8,5.0,8.1,5.0,25000,No,Yes
INT-05111,Marketing,15,9.0,7.5,8.0,0,No,No
INT-05112,Finance,16,7.8,7.9,0.5,25000,No,Yes
INT-05113,Engineering,11,4.5,7.9,7.4,75000,No,Yes
INT-05114,Engineering,18,7.6,7.6,1.2,25000,Yes,Yes
INT-05115,IT,16,9.6,6.6,2.2,100000,No,Yes
INT-05116,Engineering,4,7.4,8.4,48.6,0,No,No
INT-05117,Admin,9,9.2,7.9,8.6,50000,No,No
INT-05118,Admin,14,4.4,7.4,16.8,0,Yes,Yes
INT-05119,Finance,16,8.2,6.8,1.0,100000,Yes,Yes
INT-05120,IT,24,9.2,5.9,4.4,50000,No,Yes
INT-05121,Admin,23,7.5,7.9,16.4,25000,Yes,Yes
INT-05122,Marketing,4,7.0,8.8,4.7,75000,Yes,Yes
INT-05123,IT,14,4.6,6.2,2.8,150000,Yes,Yes
INT-05124,Admin,14,5.0,7.2,5.7,0,No,No
INT-05125,Marketing,11,6.8,7.3,5.6,75000,No,No
INT-05126,Engineering,6,8.0,9.9,37.9,75000,Yes,No
INT-05127,Engineering,22,6.3,7.1,4.0,100000,Yes,Yes
INT-05128,IT,15,4.0,2.3,25.7,50000,No,No
INT-05129,Admin,9,8.0,7.5,19.9,75000,No,Yes
INT-05130,Finance,11,6.3,4.9,5.3,0,No,No
INT-05131,Engineering,8,9.6,5.9,23.7,25000,No,Yes
INT-05132,Engineering,13,6.7,7.4,10.9,75000,Yes,Yes
INT-05133,IT,19,7.1,7.1,17.8,50000,Yes,Yes
INT-05134,IT,15,5.8,7.0,18.3,50000,No,No
INT-05135,Marketing,20,5.9,5.6,1.2,100000,No,Yes
INT-05136,Admin,9,6.2,7.7,18.7,25000,Yes,No
INT-05137,Engineering,12,6.9,6.8,5.9,25000,No,No
INT-05138,IT,13,8.8,8.4,8.6,50000,Yes,Yes
INT-05139,Engineering,23,5.4,4.6,3.4,50000,No,No
INT-05140,Marketing,17,5.5,8.6,8.8,75000,Yes,Yes
INT-05141,Engineering,17,9.7,5.7,0.7,50000,No,Yes
INT-05142,IT,20,6.7,7.6,4.2,25000,Yes,Yes
INT-05143,Engineering,19,6.5,6.2,8.4,100000,No,Yes
INT-05144,Finance,7,6.3,7.9,2.3,25000,No,Yes
INT-05145,Admin,5,5.3,4.8,9.4,0,Yes,No
INT-05146,Finance,19,6.8,6.3,14.6,25000,No,No
INT-05147,Engineering,4,3.8,7.3,0.8,50000,No,Yes
INT-05148,Finance,6,6.4,8.5,7.9,75000,No,No
INT-05149,Engineering,14,8.6,8.8,7.5,25000,Yes,Yes
INT-05150,IT,19,8.4,9.2,12.7,75000,No,Yes
INT-05151,Admin,21,7.9,6.8,10.1,0,Yes,Yes
INT-05152,IT,18,7.9,7.7,5.4,75000,No,Yes
INT-05153,Marketing,12,6.2,5.4,4.0,50000,No,No
INT-05154,Finance,15,8.6,6.5,34.5,50000,Yes,No
INT-05155,Engineering,21,6.9,4.4,6.1,150000,No,Yes
INT-05156,Admin,8,5.6,9.2,4.7,50000,Yes,No
INT-05157,IT,11,7.4,6.4,40.2,50000,Yes,No
INT-05158,Finance,6,6.3,4.8,2.1,25000,No,Yes
INT-05159,Admin,5,7.5,6.7,2.1,50000,No,Yes
INT-05160,IT,22,7.6,9.4,30.5,25000,No,No
INT-05161,Engineering,11,7.6,7.8,9.1,25000,No,Yes
INT-05162,IT,5,6.3,8.4,6.4,50000,No,Yes
INT-05163,Admin,22,9.0,8.6,1.1,0,No,Yes
INT-05164,Admin,4,6.5,9.3,4.0,75000,No,No
INT-05165,IT,16,6.2,8.2,5.0,50000,No,Yes
INT-05166,Marketing,23,7.8,8.6,6.2,25000,No,Yes
INT-05167,IT,20,7.8,7.9,5.1,0,Yes,Yes
INT-05168,IT,6,9.1,8.6,5.1,75000,Yes,Yes
INT-05169,IT,12,8.1,6.1,42.6,0,No,No
INT-05170,Finance,8,9.5,8.0,29.7,150000,No,Yes
INT-05171,Admin,9,6.5,7.6,1.2,50000,No,No
INT-05172,Engineering,7,8.1,9.3,2.0,50000,No,Yes
INT-05173,IT,20,7.7,8.2,23.2,100000,No,Yes
INT-05174,IT,24,7.1,5.4,3.6,150000,No,Yes
INT-05175,Admin,24,8.0,8.1,8.1,150000,Yes,Yes
INT-05176,Finance,24,9.3,5.5,13.3,50000,No,Yes
INT-05177,Finance,19,9.3,8.1,5.6,25000,No,Yes
INT-05178,IT,19,8.7,5.3,0.6,100000,No,Yes
INT-05179,Engineering,14,4.5,8.2,14.6,25000,No,No
INT-05180,Marketing,5,8.2,8.5,11.8,50000,No,No
INT-05181,Admin,20,6.7,6.9,0.8,25000,Yes,Yes
INT-05182,Finance,18,5.7,8.6,18.7,100000,No,No
INT-05183,IT,21,7.5,8.4,16.1,150000,Yes,Yes
INT-05184,Marketing,13,6.8,8.0,3.1,100000,No,Yes
INT-05185,Finance,9,5.8,9.0,1.2,50000,Yes,Yes
INT-05186,Marketing,24,7.8,7.7,4.6,100000,Yes,Yes
INT-05187,Engineering,19,8.2,8.8,17.1,25000,No,Yes
INT-05188,Admin,8,8.0,6.8,5.8,100000,No,Yes
INT-05189,Marketing,15,6.1,6.2,3.1,150000,No,Yes
INT-05190,IT,9,8.0,3.8,2.6,25000,Yes,Yes
INT-05191,Admin,17,8.7,9.8,4.0,50000,Yes,Yes
INT-05192,Engineering,19,6.7,5.7,41.4,75000,No,No
INT-05193,Finance,10,9.1,4.4,17.4,50000,No,Yes
INT-05194,Marketing,5,9.6,8.2,6.8,25000,Yes,Yes
INT-05195,IT,9,7.4,7.3,13.7,50000,No,Yes
INT-05196,Finance,12,9.0,7.1,3.5,75000,No,Yes
INT-05197,Engineering,10,7.4,8.2,8.1,50000,Yes,Yes
INT-05198,IT,5,9.8,8.0,17.0,75000,Yes,Yes
INT-05199,Admin,22,8.2,7.7,4.2,0,No,Yes
INT-05200,IT,11,3.8,7.2,13.4,50000,Yes,No
INT-05201,Admin,14,4.1,7.0,8.1,100000,No,No
INT-05202,Marketing,7,8.9,4.2,8.1,150000,Yes,Yes
INT-05203,Engineering,19,8.8,7.0,0.8,75000,Yes,Yes
INT-05204,Engineering,21,7.0,5.4,18.9,50000,No,Yes
INT-05205,Marketing,16,3.8,7.8,12.5,50000,Yes,Yes
INT-05206,Admin,8,7.0,6.3,0.8,25000,No,Yes
INT-05207,Finance,5,6.7,9.4,8.0,25000,No,No
INT-05208,Admin,14,5.9,8.9,11.5,0,No,No
INT-05209,Finance,4,6.7,6.1,13.2,150000,No,Yes
INT-05210,IT,16,9.4,5.5,1.2,25000,Yes,Yes
INT-05211,Marketing,8,8.8,6.2,8.7,50000,Yes,Yes
INT-05212,IT,21,5.5,5.9,2.6,0,Yes,No
INT-05213,Admin,17,8.2,7.1,5.3,25000,No,Yes
INT-05214,Finance,16,9.4,8.9,6.5,100000,Yes,Yes
INT-05215,Admin,10,8.7,6.8,0.7,75000,No,Yes
INT-05216,Engineering,11,4.4,9.2,3.3,25000,No,Yes
INT-05217,Admin,21,8.3,3.3,13.3,50000,No,Yes
INT-05218,Engineering,10,8.8,6.6,15.3,50000,No,Yes
INT-05219,IT,23,7.9,8.4,3.7,50000,No,Yes
INT-05220,IT,20,4.8,5.9,5.2,25000,Yes,No
INT-05221,IT,19,6.3,6.6,14.7,100000,No,No
INT-05222,Admin,14,6.4,9.7,2.3,75000,No,Yes
INT-05223,IT,22,6.4,4.5,11.0,50000,No,No
INT-05224,Admin,4,4.9,6.5,4.7,25000,No,No
INT-05225,Admin,24,5.6,8.4,35.3,50000,No,No
INT-05226,IT,11,4.2,6.5,7.9,150000,No,No
INT-05227,Engineering,4,6.2,6.7,1.8,25000,Yes,Yes
INT-05228,Finance,12,4.5,5.2,2.0,75000,No,No
INT-05229,IT,22,5.5,7.3,0.7,50000,No,Yes
INT-05230,Engineering,24,7.0,5.4,10.5,100000,Yes,Yes
INT-05231,Engineering,12,4.0,4.7,5.2,50000,Yes,No
INT-05232,Admin,24,9.7,9.5,0.6,150000,No,Yes
INT-05233,Engineering,13,7.3,7.5,1.4,0,No,Yes
INT-05234,Admin,14,8.7,8.4,3.2,50000,No,Yes
INT-05235,Engineering,4,8.3,6.0,4.9,50000,Yes,Yes
INT-05236,IT,23,6.5,7.9,22.8,100000,No,No
INT-05237,Engineering,11,8.4,9.8,6.7,0,Yes,Yes
INT-05238,Engineering,23,9.4,7.3,18.5,25000,Yes,Yes
INT-05239,IT,15,8.8,8.1,2.8,50000,Yes,Yes
INT-05240,Admin,4,7.0,8.3,3.7,50000,Yes,No
INT-05241,Marketing,13,8.0,6.0,17.5,50000,No,Yes
INT-05242,Admin,7,8.1,8.7,5.9,75000,Yes,Yes
INT-05243,Engineering,18,6.4,6.9,7.6,150000,Yes,Yes
INT-05244,Marketing,22,3.1,6.7,7.3,75000,Yes,No
INT-05245,Engineering,9,9.3,8.4,8.8,50000,Yes,No
INT-05246,Engineering,8,8.8,7.1,7.6,75000,No,Yes
INT-05247,Finance,8,8.3,8.0,10.0,25000,Yes,Yes
INT-05248,Finance,21,8.6,6.0,1.8,0,Yes,Yes
INT-05249,Admin,6,7.5,7.7,10.4,75000,No,Yes
INT-05250,Admin,5,7.5,7.2,1.8,100000,Yes,Yes
INT-05251,Admin,7,6.8,8.2,3.8,150000,No,Yes
INT-05252,Marketing,21,5.4,4.9,14.7,150000,Yes,No
INT-05253,Engineering,12,9.0,6.8,8.0,100000,Yes,Yes
INT-05254,IT,22,7.7,6.9,27.8,150000,No,No
INT-05255,Finance,13,3.1,7.8,2.8,100000,Yes,Yes
INT-05256,Admin,18,7.5,7.0,20.8,100000,No,No
INT-05257,IT,4,9.1,8.2,8.7,0,No,Yes
INT-05258,Engineering,14,6.1,7.4,4.2,0,Yes,No
INT-05259,Admin,17,9.9,8.1,12.9,100000,Yes,Yes
INT-05260,Finance,13,7.5,6.7,25.3,100000,Yes,No
INT-05261,IT,22,6.7,6.4,12.6,25000,No,Yes
INT-05262,Finance,24,7.5,7.5,0.6,0,No,Yes
INT-05263,Engineering,19,9.7,6.7,0.6,0,No,Yes
INT-05264,IT,11,6.7,7.1,1.6,0,No,Yes
INT-05265,Marketing,5,4.8,5.9,15.7,50000,No,No
INT-05266,Engineering,10,8.2,3.5,11.6,150000,No,Yes
INT-05267,IT,22,8.3,3.8,8.7,0,No,Yes
INT-05268,Admin,10,6.7,7.6,10.0,50000,No,No
INT-05269,Finance,18,6.7,9.2,8.2,50000,No,Yes
INT-05270,Admin,11,6.7,7.8,3.9,75000,No,No
INT-05271,IT,17,6.8,7.6,10.7,50000,No,No
INT-05272,IT,4,6.1,5.0,22.4,100000,Yes,No
INT-05273,IT,16,5.6,3.2,11.6,25000,No,No
INT-05274,Finance,6,3.9,7.2,16.7,0,No,No
INT-05275,Admin,24,5.4,5.3,2.7,75000,No,Yes
INT-05276,IT,9,7.2,8.5,3.9,150000,No,Yes
INT-05277,IT,22,7.2,7.5,6.2,100000,Yes,Yes
INT-05278,Admin,18,7.5,6.2,5.6,75000,No,No
INT-05279,Marketing,7,8.8,9.4,5.5,25000,Yes,Yes
INT-05280,Admin,24,9.5,8.9,8.7,100000,No,Yes
INT-05281,Marketing,6,9.5,5.4,16.0,50000,Yes,Yes
INT-05282,Admin,7,8.2,7.1,18.0,25000,No,No
INT-05283,IT,8,8.1,7.6,1.8,150000,No,Yes
INT-05284,Finance,21,9.2,9.2,1.3,100000,Yes,Yes
INT-05285,Admin,13,9.8,7.9,3.5,50000,No,Yes
INT-05286,Engineering,11,9.0,3.7,11.2,25000,No,No
INT-05287,Marketing,15,7.2,4.2,13.1,100000,No,No
INT-05288,IT,6,8.1,7.6,4.4,50000,Yes,Yes
INT-05289,IT,21,9.1,8.3,3.5,150000,No,Yes
INT-05290,Engineering,11,8.6,6.1,1.6,50000,Yes,Yes
INT-05291,IT,4,4.2,6.5,2.7,50000,No,No
INT-05292,IT,17,6.0,5.0,1.3,150000,No,Yes
INT-05293,IT,16,5.7,3.2,3.4,0,Yes,No
INT-05294,IT,15,6.0,9.4,9.5,150000,No,Yes
INT-05295,Finance,6,7.3,6.5,1.6,0,No,Yes
INT-05296,IT,21,6.3,6.0,3.6,75000,Yes,Yes
INT-05297,Admin,24,7.1,9.0,6.5,50000,No,Yes
INT-05298,Engineering,16,7.9,8.5,3.7,75000,No,Yes
INT-05299,Admin,18,7.2,5.7,5.1,50000,No,No
INT-05300,IT,13,9.6,5.1,6.0,75000,No,Yes
INT-05301,Finance,4,7.5,6.0,12.4,100000,Yes,No
INT-05302,IT,9,5.1,6.8,15.3,75000,Yes,No
INT-05303,Finance,12,6.5,7.7,2.2,0,No,Yes
INT-05304,Finance,13,9.7,4.5,4.2,0,No,Yes
INT-05305,Admin,18,5.0,7.7,7.3,75000,Yes,Yes
INT-05306,Engineering,12,6.8,6.4,6.0,25000,Yes,No
INT-05307,Admin,17,7.3,7.7,1.2,0,No,Yes
INT-05308,Admin,14,8.5,7.7,3.9,0,Yes,Yes
INT-05309,Finance,10,9.3,4.3,2.6,0,No,Yes
INT-05310,Finance,5,9.4,7.5,4.8,75000,No,Yes
INT-05311,Admin,17,7.3,9.3,3.8,150000,No,Yes
INT-05312,Engineering,9,8.1,6.6,10.0,75000,No,No
INT-05313,Marketing,8,8.9,3.7,4.6,75000,Yes,No
INT-05314,Marketing,8,6.9,2.9,2.7,75000,Yes,Yes
INT-05315,Engineering,22,6.1,4.4,8.2,0,Yes,Yes
INT-05316,Admin,22,8.0,7.4,10.9,75000,No,Yes
INT-05317,IT,9,7.6,7.4,1.4,100000,No,Yes
INT-05318,Marketing,13,9.7,7.3,2.8,100000,No,Yes
INT-05319,IT,17,8.9,6.0,2.4,25000,Yes,Yes
INT-05320,Engineering,20,7.8,8.4,2.3,0,No,No
INT-05321,IT,6,7.5,7.0,19.1,75000,Yes,No
INT-05322,IT,4,8.7,6.2,1.6,75000,No,Yes
INT-05323,Admin,13,8.9,6.9,16.9,150000,No,Yes
INT-05324,Marketing,6,9.9,7.2,4.5,0,No,Yes
INT-05325,IT,8,9.0,6.8,8.7,150000,No,Yes
INT-05326,Engineering,22,7.2,6.3,5.2,0,No,Yes
INT-05327,IT,13,7.7,8.2,7.8,50000,No,Yes
INT-05328,IT,19,8.5,4.9,6.9,50000,No,Yes
INT-05329,Admin,4,2.6,6.7,5.0,0,No,No
INT-05330,Engineering,9,8.5,8.5,3.1,100000,Yes,Yes
INT-05331,IT,12,8.3,6.1,21.9,0,Yes,Yes
INT-05332,Admin,8,7.4,6.3,20.3,100000,No,No
INT-05333,IT,17,7.9,8.8,1.1,50000,No,Yes
INT-05334,Admin,13,8.6,5.1,2.5,25000,Yes,No
INT-05335,Marketing,5,7.3,7.3,7.3,50000,Yes,Yes
INT-05336,Marketing,8,7.1,7.5,32.0,0,No,No
INT-05337,Admin,4,7.3,6.3,10.9,25000,No,No
INT-05338,Engineering,13,6.6,4.9,14.1,150000,No,No
INT-05339,Marketing,12,8.7,7.8,3.5,150000,Yes,Yes
INT-05340,IT,6,8.7,8.4,2.5,25000,No,Yes
INT-05341,Finance,18,6.0,6.7,2.5,25000,No,Yes
INT-05342,Marketing,7,7.2,7.9,5.8,50000,No,Yes
INT-05343,IT,16,8.0,5.3,16.1,75000,No,Yes
INT-05344,IT,9,4.1,7.3,2.5,25000,No,No
INT-05345,Marketing,23,7.3,8.0,7.3,25000,No,Yes
INT-05346,Engineering,20,7.8,5.6,13.7,150000,Yes,Yes
INT-05347,IT,8,7.5,6.4,6.1,50000,No,Yes
INT-05348,IT,18,8.3,4.8,4.8,100000,No,Yes
INT-05349,Admin,11,9.2,4.3,3.9,50000,No,Yes
INT-05350,Engineering,8,8.0,6.4,7.8,0,No,Yes
INT-05351,Engineering,16,7.8,8.7,14.1,25000,No,No
INT-05352,Marketing,4,8.4,8.5,44.9,75000,Yes,No
INT-05353,IT,4,9.5,9.4,16.8,50000,No,Yes
INT-05354,Engineering,10,7.4,8.8,5.3,50000,No,Yes
INT-05355,Engineering,8,8.8,8.8,1.2,50000,No,Yes
INT-05356,Admin,17,7.8,3.6,1.5,150000,Yes,Yes
INT-05357,IT,18,5.6,9.5,0.7,75000,No,Yes
INT-05358,Marketing,24,7.4,9.0,4.1,75000,No,Yes
INT-05359,Finance,20,7.9,8.8,5.8,75000,No,Yes
INT-05360,Admin,21,6.6,6.4,14.2,25000,Yes,Yes
INT-05361,Engineering,10,6.8,7.9,1.2,75000,No,Yes
INT-05362,IT,21,7.4,6.8,2.6,75000,No,Yes
INT-05363,Engineering,22,6.8,9.2,6.2,100000,No,Yes
INT-05364,Engineering,23,7.0,6.6,15.7,50000,Yes,No
INT-05365,Engineering,10,7.8,4.5,1.2,50000,No,Yes
INT-05366,Marketing,11,4.5,6.7,2.7,150000,Yes,No
INT-05367,Engineering,16,6.8,7.5,6.8,50000,No,Yes
INT-05368,Admin,21,6.6,4.7,3.6,75000,Yes,No
INT-05369,Finance,14,9.3,5.1,39.5,50000,No,No
INT-05370,IT,12,8.6,8.1,5.3,75000,No,Yes
INT-05371,Admin,4,5.7,8.1,19.9,100000,Yes,Yes
INT-05372,Admin,11,7.5,7.4,23.1,75000,No,No
INT-05373,Admin,24,7.7,7.8,2.9,75000,No,Yes
INT-05374,Finance,15,4.0,7.7,3.7,50000,Yes,No
INT-05375,Admin,5,8.3,4.1,3.6,75000,No,Yes
INT-05376,Finance,18,7.3,4.9,5.1,100000,Yes,Yes
INT-05377,Engineering,24,5.9,5.8,1.0,25000,No,No
INT-05378,Admin,21,7.4,5.3,13.7,50000,Yes,No
INT-05379,Finance,20,5.0,8.8,1.6,100000,No,No
INT-05380,IT,18,8.1,7.1,18.4,50000,Yes,Yes
INT-05381,IT,23,7.8,8.3,7.4,100000,Yes,Yes
INT-05382,Engineering,23,4.2,3.9,5.8,0,No,No
INT-05383,IT,12,6.7,5.6,9.1,25000,Yes,Yes
INT-05384,IT,6,8.0,5.3,22.1,50000,Yes,No
INT-05385,Engineering,23,8.4,7.9,3.3,25000,No,Yes
INT-05386,Engineering,22,4.4,5.8,3.0,75000,Yes,No
INT-05387,Admin,21,8.0,7.3,4.2,50000,No,Yes
INT-05388,Marketing,23,8.7,4.4,5.8,150000,No,Yes
INT-05389,Engineering,11,7.4,9.2,1.1,75000,No,Yes
INT-05390,Finance,4,9.6,7.8,9.6,0,Yes,Yes
INT-05391,IT,18,6.1,8.9,6.4,100000,No,Yes
INT-05392,Engineering,22,7.9,5.6,6.7,75000,Yes,Yes
INT-05393,Finance,13,9.4,7.6,2.8,25000,No,Yes
INT-05394,Engineering,15,9.3,8.3,15.2,25000,No,No
INT-05395,Engineering,9,8.9,6.8,4.6,75000,No,Yes
INT-05396,Admin,16,5.1,6.1,9.0,75000,Yes,No
INT-05397,IT,7,8.6,9.3,2.7,50000,Yes,Yes
INT-05398,Admin,16,5.7,5.4,14.1,50000,No,No
INT-05399,Admin,20,8.1,8.9,3.4,100000,Yes,Yes
INT-05400,Finance,4,7.5,4.7,20.9,100000,No,No
INT-05401,IT,8,9.3,7.5,5.4,100000,Yes,Yes
INT-05402,Marketing,20,6.2,9.5,1.8,100000,Yes,Yes
INT-05403,Marketing,21,5.0,7.2,8.1,150000,No,Yes
INT-05404,IT,10,4.5,4.9,7.0,25000,No,No
INT-05405,Admin,19,8.7,9.4,4.9,50000,No,Yes
INT-05406,Finance,11,8.1,6.5,14.2,50000,No,Yes
INT-05407,Marketing,15,9.5,4.5,4.9,50000,Yes,Yes
INT-05408,Admin,17,8.7,7.4,1.7,150000,Yes,Yes
INT-05409,Admin,22,7.0,3.9,0.7,100000,Yes,No
INT-05410,Engineering,14,9.6,9.0,18.3,0,No,Yes
INT-05411,Engineering,15,8.0,6.4,5.5,50000,No,No
INT-05412,IT,16,5.7,5.7,7.1,25000,No,Yes
INT-05413,Engineering,11,8.4,6.3,1.5,75000,Yes,No
INT-05414,IT,4,5.2,3.6,5.9,50000,No,No
INT-05415,IT,12,6.5,7.6,6.6,50000,No,No
INT-05416,Admin,5,8.8,4.1,5.5,50000,No,Yes
INT-05417,Admin,17,8.4,9.2,25.2,0,Yes,No
INT-05418,Admin,16,7.8,6.7,7.3,25000,No,No
INT-05419,Admin,19,5.7,7.9,29.8,75000,No,No
INT-05420,Admin,5,8.4,7.4,1.8,100000,No,Yes
INT-05421,IT,7,5.7,5.9,20.1,100000,Yes,No
INT-05422,Admin,15,6.8,8.3,6.9,25000,No,Yes
INT-05423,Marketing,19,4.4,2.9,3.3,100000,No,No
INT-05424,Admin,13,8.4,6.8,11.5,100000,No,No
INT-05425,Admin,6,5.1,6.3,7.0,50000,No,No
INT-05426,Engineering,7,8.9,7.7,7.4,50000,Yes,Yes
INT-05427,Marketing,9,8.0,7.8,2.0,100000,Yes,Yes
INT-05428,IT,8,8.5,7.0,9.6,25000,No,Yes
INT-05429,Engineering,21,7.2,7.5,3.3,150000,No,Yes
INT-05430,Engineering,6,8.5,8.0,4.0,50000,Yes,Yes
INT-05431,Engineering,13,4.6,8.1,19.5,25000,Yes,No
INT-05432,IT,14,9.6,4.3,2.1,75000,No,Yes
INT-05433,Engineering,22,9.9,7.6,17.9,50000,No,Yes
INT-05434,IT,17,5.5,9.5,6.1,50000,Yes,Yes
INT-05435,Engineering,24,4.8,6.3,2.1,0,No,No
INT-05436,Engineering,14,7.8,5.9,13.9,50000,No,Yes
INT-05437,IT,24,8.2,7.1,9.0,25000,No,Yes
INT-05438,Finance,7,8.2,7.5,3.9,50000,No,Yes
INT-05439,IT,9,5.0,8.4,3.4,0,Yes,No
INT-05440,Finance,20,7.8,6.8,4.9,25000,No,Yes
INT-05441,Admin,22,9.1,8.3,1.7,25000,Yes,Yes
INT-05442,IT,16,8.4,7.6,13.8,25000,Yes,Yes
INT-05443,IT,13,8.6,9.6,3.1,50000,No,Yes
INT-05444,Marketing,14,8.9,7.4,14.5,150000,Yes,Yes
INT-05445,IT,9,4.4,9.6,11.0,50000,No,No
INT-05446,IT,5,8.5,7.3,23.3,150000,No,Yes
INT-05447,Admin,4,8.0,8.1,1.3,50000,No,Yes
INT-05448,Engineering,14,7.0,7.5,3.9,0,No,Yes
INT-05449,Engineering,19,7.9,7.1,8.3,25000,No,Yes
INT-05450,IT,6,8.2,8.6,16.1,50000,No,Yes
INT-05451,IT,8,5.4,9.0,1.9,150000,Yes,Yes
INT-05452,IT,18,8.1,6.3,16.3,100000,Yes,Yes
INT-05453,IT,18,8.6,9.8,1.1,0,No,Yes
INT-05454,Admin,7,5.5,7.9,5.6,25000,No,No
INT-05455,Engineering,7,7.5,9.2,1.2,75000,No,Yes
INT-05456,IT,11,6.0,8.3,1.8,150000,Yes,Yes
INT-05457,Admin,10,4.8,7.0,12.4,50000,No,No
INT-05458,Admin,20,6.4,3.4,0.7,100000,No,Yes
INT-05459,Marketing,18,9.3,4.9,7.0,50000,No,Yes
INT-05460,Marketing,8,9.2,4.7,1.3,25000,No,Yes
INT-05461,Finance,16,7.9,4.7,13.8,50000,No,No
INT-05462,IT,7,7.8,9.1,13.7,75000,No,Yes
INT-05463,IT,20,8.4,5.5,10.2,75000,No,Yes
INT-05464,Admin,20,5.4,4.8,11.8,50000,No,No
INT-05465,IT,17,9.9,7.0,7.6,75000,No,Yes
INT-05466,Engineering,17,5.3,7.1,5.8,25000,No,Yes
INT-05467,Finance,20,5.6,8.9,4.7,0,No,Yes
INT-05468,Finance,11,8.1,8.1,9.2,75000,No,Yes
INT-05469,Finance,5,7.7,7.5,4.4,25000,No,Yes
INT-05470,Admin,16,9.0,8.3,0.5,50000,Yes,Yes
INT-05471,Engineering,19,7.4,8.4,1.3,50000,No,Yes
INT-05472,Admin,19,6.6,7.3,8.9,0,No,No
INT-05473,IT,9,7.6,7.9,4.1,50000,Yes,Yes
INT-05474,Engineering,7,8.3,8.0,37.0,100000,No,No
INT-05475,IT,6,6.8,6.9,4.0,100000,Yes,Yes
INT-05476,Admin,9,8.1,9.1,1.4,75000,Yes,Yes
INT-05477,Admin,7,5.7,5.0,3.7,50000,No,Yes
INT-05478,Engineering,21,7.2,8.9,9.8,50000,No,Yes
INT-05479,Finance,9,6.9,4.8,6.5,0,Yes,Yes
INT-05480,Admin,8,7.8,7.4,8.0,75000,Yes,Yes
INT-05481,Finance,12,6.1,7.8,1.4,150000,Yes,Yes
INT-05482,IT,14,6.3,7.6,14.5,75000,No,No
INT-05483,Admin,9,9.0,8.5,19.1,150000,No,Yes
INT-05484,Engineering,19,8.7,6.9,1.8,75000,Yes,Yes
INT-05485,Engineering,22,2.6,3.1,8.4,25000,No,No
INT-05486,Marketing,14,7.9,3.2,2.6,50000,No,Yes
